,cat
361739,1
648109,9
227036,15
503472,20
501358,6
950467,4
400264,20
107,19
810125,20
353930,8
639968,26
149752,1
428315,8
761839,8
628787,8
865364,16
1532,20
79169,22
331725,19
943720,8
745201,1
495944,19
158545,7
643680,6
85328,8
955705,26
98704,15
200178,8
206846,8
207877,8
815478,13
381779,8
238969,20
6158,25
701269,13
506770,19
647663,20
241700,16
600477,6
661898,13
1001170,4
345346,8
950693,15
135457,20
788219,15
912673,20
922057,26
579343,16
841858,15
77556,16
375952,8
424410,2
843216,26
526261,4
720289,20
156714,22
934153,20
900989,8
362990,8
360600,8
133660,8
92626,6
310155,8
226290,4
935452,8
219842,6
251792,20
412633,8
107027,16
599530,20
482752,20
658282,1
732326,12
919918,12
148160,25
434711,8
677234,16
49285,16
923612,6
935738,8
288156,20
671167,1
646322,8
319922,8
620156,8
558567,13
354889,1
781020,6
362163,8
61191,8
429017,1
747807,8
909327,22
194754,1
452624,26
389698,25
939756,13
242087,8
258814,20
54992,16
29109,8
296578,13
8449,15
426221,1
97802,20
888314,8
922999,25
491351,8
246330,15
671735,16
472588,6
78636,20
677853,20
869733,26
59359,7
887283,2
862667,8
544905,8
35101,20
929770,8
911311,6
483733,16
174998,16
357454,8
595923,1
621091,1
759247,18
671933,13
950823,15
79613,21
742708,6
855668,20
600387,2
473065,8
301140,8
248443,13
928051,7
689071,8
614017,8
850209,20
123031,8
751517,20
1678,19
797703,8
137362,20
774763,19
300151,8
116634,8
799385,8
736258,15
249582,7
53756,26
479906,8
609221,16
272739,20
315044,8
868021,16
39154,15
577213,8
507462,1
702386,26
860220,3
578712,26
250530,8
828212,16
145380,1
391383,15
343238,13
935,1
680604,19
609105,8
407608,22
868050,13
702559,11
327338,8
828714,13
637455,8
926234,20
676017,4
506509,16
473656,6
712221,8
22294,22
954,20
359488,8
259965,20
895391,1
42525,16
265009,1
332663,16
7164,15
642789,19
459695,26
325815,20
280082,8
470945,27
245332,11
268586,4
907885,13
242057,9
37948,1
891372,11
348638,8
597976,21
604385,8
689045,16
558780,15
946826,25
624005,8
803936,6
524645,25
445955,26
947184,16
431426,25
329276,6
606507,16
600278,13
360796,8
549805,8
761146,3
635334,8
560562,20
60086,6
182003,8
431241,20
463803,4
431481,26
471557,8
37715,20
24613,8
460760,16
205511,15
337013,15
412310,8
332429,16
753073,8
923989,8
152682,13
17481,20
492840,8
945432,20
741814,16
886070,13
757472,20
388509,8
646184,25
85911,1
930346,11
609380,25
949035,8
167011,11
278126,20
758813,8
923486,26
817716,8
756151,6
837225,1
813793,8
616649,13
147077,16
412108,6
471392,11
345703,1
454204,8
89471,20
124939,21
246100,8
450623,6
79599,1
585408,1
682736,25
164057,8
823890,6
935751,19
678772,16
322935,8
541737,20
53581,20
77667,1
329430,1
654838,26
44966,26
22924,1
786033,1
530510,1
225770,1
675203,13
686706,1
246311,19
683643,26
931438,25
759274,8
325053,8
700671,8
575005,16
173237,20
576049,8
364416,13
560418,25
55686,20
816336,8
74537,8
895658,1
946738,16
656491,8
873960,12
931750,26
920873,1
10659,8
712304,8
778365,19
612958,13
693202,11
654490,8
752676,7
240556,13
1148,8
373595,1
177859,8
293801,26
479059,1
35034,18
742745,25
928512,13
623628,20
12721,7
173332,14
406770,1
589657,8
86611,15
806369,8
562564,26
944240,12
34355,20
274151,8
321006,7
923195,26
473718,8
457949,25
634421,20
26146,20
854335,1
595940,8
671369,25
677936,26
90032,8
722866,8
221141,16
448909,8
757297,8
528886,22
576573,21
248489,1
389580,20
678301,16
506138,6
470369,8
42841,13
648711,21
602230,20
871407,15
701157,8
88745,7
902817,21
319515,27
826373,20
229284,6
935984,1
178318,16
674599,6
251556,20
919750,1
780641,8
346906,6
928327,26
392170,20
793899,8
924767,25
622182,16
121187,16
425458,6
221820,6
907276,20
501713,8
105517,8
89705,20
947287,20
928548,26
793107,8
308399,8
808291,16
24988,8
239144,8
293596,7
16044,19
342115,16
911385,8
860712,20
181097,26
756350,13
911873,1
611257,16
787871,20
169148,16
432635,19
7649,26
91062,16
783901,8
846795,8
342591,1
130969,20
24426,26
570930,21
635140,6
730069,8
694614,8
370402,13
269424,1
398030,20
409976,11
353491,1
936501,13
699573,16
533942,8
930267,1
197985,16
444716,20
579594,16
719120,6
106350,8
407562,8
890231,5
618076,20
897860,20
589545,20
324099,25
290958,1
336694,8
34709,8
791234,13
494828,13
685636,20
8961,25
38193,8
761173,8
357982,26
243357,7
552849,20
466119,20
637309,11
283540,26
1477,12
753841,3
865544,8
872631,8
466843,15
43,8
797158,20
801353,8
296265,8
905470,1
813683,13
644756,20
88603,8
147305,16
526913,8
169009,20
365143,8
24497,20
136344,8
784791,6
73437,8
853070,1
176623,16
499165,8
342752,6
946014,16
275966,20
154498,20
799821,13
143136,8
290216,1
397936,1
686198,26
327803,16
280737,11
437805,8
587142,1
456756,13
469790,26
36843,6
327721,1
62147,1
855504,20
821330,26
236216,8
17079,16
665409,1
491756,25
404979,8
161364,8
769788,11
498127,8
151759,8
124053,12
466561,8
79264,8
37728,21
171588,26
643948,16
241521,20
411648,8
443880,7
931824,26
129655,1
561802,1
505680,1
860176,15
90500,7
480123,12
819216,20
357852,8
11829,25
473436,18
689879,8
848498,8
584641,1
830272,20
425110,15
886119,6
72152,12
436259,20
884294,8
828196,8
232644,6
806396,16
138320,8
795318,7
427311,13
837210,19
785917,7
100233,8
147519,1
617094,15
469761,7
807251,16
949542,16
349824,20
554502,13
703075,8
732056,8
544189,16
499846,20
930894,26
499642,16
837679,8
802611,1
859993,26
592314,1
347641,12
912870,9
227736,8
674200,26
938593,20
849550,26
847009,16
929774,26
940616,20
904210,8
813271,13
727443,13
898333,22
913135,8
503735,16
272996,8
824975,4
242470,8
929694,8
772460,22
40094,6
556051,8
15123,15
643940,6
318839,1
624729,4
683128,6
486564,4
816623,1
418457,8
898460,8
90488,20
943043,8
741119,8
96295,20
831727,16
867509,8
206505,6
315454,19
167287,13
797624,20
401168,1
730755,11
174608,20
669120,21
774692,20
608572,25
447027,20
466205,20
830853,6
788629,26
698551,8
70909,8
114358,15
474001,20
251634,11
159255,8
483675,15
232740,16
876441,15
460224,26
616647,16
417167,1
78956,6
705619,1
562207,8
702633,8
198187,1
373603,8
669484,1
356917,8
950037,16
507281,3
66951,20
674303,6
761022,16
170413,20
859322,15
293362,15
874147,13
52968,1
556203,6
492564,8
815508,22
718366,26
673828,8
923577,6
50398,20
280071,8
164121,11
781437,19
12128,19
5946,20
1026,6
523442,25
928345,6
413348,1
735965,8
94800,20
761547,6
242570,20
483203,20
766713,1
341873,1
829273,8
929234,7
499283,8
121755,6
709433,16
493190,8
833684,13
2439,20
673451,13
633300,8
208957,8
612096,4
94405,16
256312,16
921826,20
348994,15
140159,6
300215,20
815012,16
163941,6
1709,9
320947,8
802362,11
663708,8
934405,16
218615,3
386633,8
547659,13
357824,12
590081,16
549775,12
244766,25
303580,15
529769,26
869625,1
25967,11
234481,20
687631,26
928969,19
766028,26
836450,16
419948,16
1383,8
457182,16
381444,8
167759,1
533899,13
696626,20
416457,1
224349,11
843326,6
259272,13
292466,6
61302,8
823188,8
925964,1
74129,8
259419,4
83235,13
84231,6
552192,1
850687,1
449203,26
269294,1
523921,20
489825,20
448112,13
1715,1
816790,22
774043,1
14336,16
447365,19
744516,1
210019,15
502231,8
358579,8
270515,19
222957,8
889997,8
468803,1
828271,20
274338,1
593905,19
24447,8
891195,26
482475,1
789828,26
279936,26
941232,8
950510,16
56176,16
763754,16
345724,16
801354,9
405432,15
656685,8
702375,8
646825,16
262793,20
916008,21
195372,16
635806,8
231355,8
68101,8
565996,8
134086,8
878001,15
403687,19
74788,16
935412,1
834463,6
275272,16
262102,8
166141,8
692794,20
272010,1
708828,1
288545,6
329400,25
625244,11
5665,20
908145,26
282964,16
354756,13
289098,16
540865,8
670174,16
580576,16
356795,8
364310,17
907431,8
529382,8
897768,8
3770,6
557677,6
11299,20
661072,11
805475,12
286467,8
821572,7
942100,8
391815,1
54656,25
70727,20
311131,13
852281,20
153829,15
871402,25
247564,18
726201,9
251011,19
283016,4
28918,20
681709,13
147764,6
782583,13
36538,11
64198,19
134974,1
495884,20
325444,6
733328,20
509279,13
881307,26
701257,1
798175,16
239052,8
131961,13
697586,16
246143,26
1010189,26
665412,8
824476,19
771835,20
409583,15
929095,8
587731,8
699250,8
107979,26
156946,20
273258,20
660523,8
35234,8
257138,19
28834,19
471972,8
112359,6
353948,13
882645,1
609627,8
244792,4
867900,20
357418,4
67549,15
371438,13
320196,25
535021,20
891757,8
240612,1
294974,16
218649,26
83786,6
707531,11
551581,20
414289,1
393853,20
404101,8
820795,1
473668,8
542843,8
717083,3
895824,16
187797,1
734300,20
166364,11
718854,20
265661,20
154374,8
297731,1
557632,26
151873,8
185899,16
491946,8
617228,20
677264,13
589623,20
919360,1
769451,3
281629,20
148865,19
919376,12
854383,13
80846,1
826725,6
236539,1
556315,8
308429,20
553434,20
411796,15
742732,20
484323,8
950522,20
560227,11
597941,1
308097,13
593065,1
765603,16
944381,25
610609,15
745598,8
551960,6
410720,16
841545,16
333976,8
835314,20
874892,26
383822,16
186256,3
446278,8
180617,20
522027,16
798566,9
394060,7
66821,1
359193,20
921744,1
897865,1
518287,1
453698,11
882133,16
681080,16
742384,20
365393,20
383877,6
934351,1
662000,9
370988,13
499695,16
216507,19
529703,16
682526,20
31379,16
63085,15
840223,8
775547,8
605179,7
625260,20
165703,1
262802,8
928746,20
948188,1
229742,8
343411,8
800361,20
228330,4
379996,1
94929,25
658674,8
351013,26
721986,8
347091,8
863216,1
824488,17
163573,20
703500,20
540684,26
55258,16
689728,20
114602,16
641393,8
192298,19
331704,6
855925,16
593531,19
491635,16
62059,15
633116,19
927900,7
348397,25
700097,16
269574,20
281253,16
633774,6
290447,21
111,8
729361,16
273461,15
749168,20
264431,20
538761,8
161504,8
649248,8
770892,8
925974,26
218802,6
713784,6
22995,8
383718,6
702444,20
450726,1
64922,8
223705,26
745320,15
771640,6
622798,22
396236,1
337574,13
258215,8
792874,1
554056,19
518019,1
924504,7
884250,26
925773,12
134886,8
805631,6
254757,1
246818,16
761348,6
288450,6
500632,19
381109,13
955,19
822272,8
538059,1
723857,8
117799,13
778224,27
65446,13
86890,1
782791,1
343844,16
415140,19
706389,4
605568,7
199462,20
809917,20
818380,1
220601,12
881377,1
386236,8
421675,8
761636,26
561787,26
346330,8
99532,20
830572,26
378810,20
949473,16
907576,1
300145,11
518879,6
758371,1
829723,7
716619,1
474184,13
683605,16
185313,20
662848,1
893131,16
716950,20
807774,8
219903,8
566618,17
927931,12
964206,26
235300,25
344464,20
332990,20
756182,26
629570,8
54491,13
323467,8
425342,1
351989,25
688119,8
219604,19
612682,20
443039,1
859665,15
350169,1
542719,8
788558,6
724497,20
484219,8
317783,13
730415,6
565669,11
508590,8
526201,6
472642,13
55133,1
938503,7
153688,16
493520,8
284361,6
355043,15
189264,16
227534,8
772865,8
363408,13
829017,8
607707,8
215218,20
410068,16
351860,7
401087,26
3418,20
113558,20
719762,13
944126,20
919325,26
634856,11
165947,1
706497,11
203140,8
941983,15
171939,16
929934,25
836031,19
596552,6
174156,26
47306,20
948825,16
145624,16
118350,9
394679,20
272727,1
637061,1
116401,8
438652,13
689184,12
851516,1
161022,1
478145,13
426904,8
252205,20
947058,20
65475,8
215891,20
206392,15
824668,22
864580,12
396364,1
566852,8
907644,1
84440,25
132455,1
830284,1
70450,8
864326,8
463950,1
19243,1
792603,13
653045,19
919599,3
838688,19
615748,19
769624,26
340017,8
526171,20
570491,1
922015,26
896412,8
917046,8
419722,6
697424,25
283313,13
649326,26
113168,13
853779,20
52377,8
395503,22
206305,8
865993,26
673902,1
778986,1
395621,15
244362,19
923670,26
594949,13
475827,20
675958,16
266797,1
162303,6
767555,20
943393,16
925145,20
217871,13
146968,1
888867,8
671798,8
374468,20
657258,1
852470,20
748197,26
779302,8
1010851,26
571870,19
533516,9
368756,13
778741,12
526529,20
658951,16
492730,11
23763,15
713543,13
908731,8
339304,1
655043,1
581266,1
305013,8
269477,1
675706,20
491980,20
898156,8
835437,1
550883,20
392219,8
476094,1
233326,8
202955,26
657039,1
912166,6
61732,16
905298,1
764102,1
266823,20
100083,20
401094,1
101486,13
166678,20
160177,6
736809,12
572654,20
830090,13
247659,20
462276,7
249786,1
235000,6
381186,20
920069,26
576412,22
549872,16
297424,26
432908,26
780724,13
633282,16
610150,20
668402,8
345529,8
923283,1
36152,15
554958,20
267246,22
806228,8
257612,8
245718,1
949710,8
390906,8
917768,15
347269,15
237676,6
824269,8
396155,8
349793,8
51645,8
868326,18
509648,20
918057,13
281742,25
274247,8
355164,1
424302,6
556797,16
122124,20
401509,1
228345,18
818757,20
832331,11
13262,8
522770,3
594876,8
486614,8
857193,1
689113,16
500617,8
1183,6
926549,7
198696,7
599489,15
579703,16
85429,20
43319,22
400601,6
234549,8
855176,20
836371,26
141132,19
664802,13
237338,6
566019,8
855712,20
67559,6
319176,8
384087,20
90424,26
580203,8
458007,8
468401,20
938174,26
479002,12
609714,19
873912,7
142580,1
922730,26
437975,8
523789,15
926627,3
779713,8
299859,8
185429,25
246719,20
20618,11
861160,16
497850,20
638795,8
238094,8
905854,15
565865,16
571949,20
467530,16
821447,26
693419,19
528140,4
737035,8
566151,9
994932,26
694200,8
27305,22
543510,1
64508,6
783151,6
790791,15
262014,12
243665,25
925880,12
22148,16
813200,6
930394,20
875836,16
372043,13
388862,15
488330,19
83770,1
698837,1
116037,13
910357,1
10618,10
400616,18
565109,20
162596,20
335638,7
921669,8
273487,22
669819,8
188573,20
183161,20
228584,20
277405,7
310336,25
877968,1
989851,4
199831,9
276607,21
196784,8
825905,16
533256,8
246626,8
334077,8
836919,1
89008,8
405938,1
12351,17
302489,8
495655,26
795345,20
496212,8
122512,9
500436,6
604332,7
547924,16
907013,8
793384,8
320645,16
944728,9
595228,26
531780,16
128969,15
513423,1
190655,20
178572,16
135604,8
929178,12
919981,6
321626,20
844512,15
867200,3
966654,26
827883,22
396188,16
896153,20
518664,1
220154,8
461461,20
888509,16
231198,26
126779,6
302851,20
453251,19
424943,1
398157,8
144574,13
325566,16
950822,13
484854,13
134770,16
636446,8
39296,16
944235,8
515312,13
305363,26
949405,21
579005,20
215956,1
821615,1
11665,16
623717,16
918136,26
527338,6
661618,1
236867,8
352071,6
573071,20
22154,12
800244,26
466503,1
131614,16
178456,7
426732,11
366755,20
64932,6
422119,1
289149,8
920210,20
934452,19
32142,13
192222,13
795722,15
789644,8
789537,1
78432,26
730058,6
918520,25
98974,8
219168,8
888732,20
815208,1
188732,9
800170,13
658551,16
157756,7
144578,20
908329,8
910591,21
507475,8
116496,4
885086,1
342878,15
583708,13
292758,20
244848,8
927658,15
761845,1
335100,20
833516,1
146467,7
831534,20
858449,20
86610,20
239335,1
687410,13
550255,11
53029,11
323587,8
547983,8
350411,15
626687,26
208832,20
824671,6
611806,8
62708,7
855901,16
916138,26
385877,6
715069,25
862559,1
560091,7
711401,16
891024,8
712477,20
16018,1
829537,1
436651,20
779370,8
311441,8
204424,8
950681,8
1124,26
445482,16
881117,1
748189,20
927524,7
57063,7
818829,15
886758,15
489993,1
579605,17
670423,8
726628,8
358687,16
270176,12
750110,20
557837,20
425227,6
16671,16
175477,7
803020,13
743134,8
291296,15
948067,16
393205,16
890500,1
126139,8
493674,8
941746,6
836396,12
757186,8
508366,8
631725,8
864624,20
929319,27
229383,8
523326,20
840962,1
581781,19
536570,16
147862,20
378603,8
727818,8
390803,12
544234,9
748526,16
891928,15
379404,7
249335,11
151243,8
100017,26
526103,1
465586,13
274516,1
498144,16
265497,20
599857,15
470053,1
165088,13
783514,1
893711,16
731312,6
791959,8
619386,7
506542,13
300208,13
247224,8
236931,7
943999,16
913682,13
794993,20
378624,1
102410,11
345474,8
857128,26
485994,16
857518,15
948130,8
352629,19
1935,14
364109,20
735725,19
691292,8
250062,20
114445,22
701428,7
511295,20
222111,13
896244,20
931922,7
458330,1
99862,1
940487,20
419740,1
43239,6
91230,1
151790,13
265830,15
667168,9
697319,20
150921,8
853376,16
713179,6
269172,11
613859,8
345021,15
621499,1
378095,20
517606,20
712499,8
36015,20
443698,1
340495,11
465090,20
891849,1
586988,8
464916,1
288339,13
815531,21
229643,8
807819,15
856711,22
312589,20
539650,15
834295,16
692069,8
43866,4
33018,16
268535,8
284110,8
519902,20
445572,6
157980,20
193,6
76977,20
384037,16
482900,20
483593,13
947596,16
540957,1
809503,20
617497,11
446154,8
630260,8
54777,8
522650,18
316335,1
289224,1
876159,8
123657,8
455817,8
753170,12
758060,21
100900,11
861388,23
312785,25
785826,6
922604,26
510670,15
87207,18
261816,6
600085,16
425710,12
254192,16
739638,8
928168,16
480860,9
123114,19
792980,16
107666,8
639922,8
796041,11
214613,22
55459,15
841578,26
90359,20
726568,20
762234,4
119671,8
531845,26
921526,7
629771,8
24894,19
950563,20
73975,26
689567,6
823822,20
379934,12
305025,8
102835,8
825114,1
882737,1
32356,13
416198,8
304126,4
572799,8
180594,8
592450,1
538690,20
929847,20
615648,26
859382,25
326889,15
716415,16
660534,13
82232,26
753792,6
692835,1
681996,7
610273,8
491538,20
504807,1
592981,13
23752,8
869503,8
867389,1
676186,16
797015,8
721392,4
804086,20
663757,8
369030,16
281125,15
81348,8
665889,20
47471,20
885212,1
431846,11
851657,9
831284,15
642449,11
697592,18
2021,26
440404,15
648612,7
879448,8
129562,15
59782,22
185655,8
309555,1
228278,20
626453,6
308529,1
457327,1
168244,8
228856,7
644916,25
176605,20
289591,26
628021,15
443713,8
37090,8
416532,6
817634,16
336505,8
233545,8
286575,16
201898,8
434769,8
432413,9
319686,1
932306,1
633557,13
430964,20
672882,13
337514,8
926708,20
331804,13
843655,16
294727,8
845612,6
898535,20
931902,14
239423,25
85208,1
714673,15
1806,19
621424,8
799863,3
644548,1
433419,8
408974,16
24404,1
57296,11
97147,1
194383,11
367458,20
586621,1
334159,20
28442,8
795740,27
72668,22
254938,8
252,1
259107,13
457378,11
879720,8
431477,8
778534,1
246657,22
926211,26
304231,12
654263,1
756851,16
3359,16
244441,20
226906,19
821926,20
744226,13
793675,8
8327,20
790151,20
762235,16
319366,8
403951,8
241106,20
653556,13
922570,12
893214,8
366677,4
949284,21
932239,15
365128,8
258461,16
651043,8
546630,8
924709,6
586837,20
316009,8
76401,6
518683,20
246355,1
84334,1
560265,1
844456,13
448828,8
500806,8
327295,13
832705,20
867489,20
836864,20
756740,1
51289,8
434602,8
710801,26
348542,26
529208,6
40352,1
80806,1
705143,6
925891,19
235558,11
152668,6
384,26
17005,4
765009,1
693034,20
868669,1
402193,6
54721,6
823253,20
437714,13
932878,8
361136,8
196411,11
355987,20
279508,1
637593,9
831515,19
152944,26
635959,26
292079,1
902599,12
505372,1
302059,25
555319,15
900099,13
630847,1
7321,1
245258,12
466709,12
846821,16
690206,8
936732,20
102466,8
884180,13
540209,1
662896,6
544856,20
472003,16
808651,8
376395,26
68827,8
240866,9
150914,1
552810,11
635527,20
454249,26
523150,16
108410,24
53958,13
321581,20
536408,8
461571,6
381277,8
904736,8
158286,16
750079,8
374049,26
294337,16
619384,8
214417,16
309280,8
331003,19
917312,18
61673,1
684946,8
432923,13
51303,15
516866,1
924993,3
321253,8
629290,19
429535,19
603662,20
609155,1
711251,1
626815,6
168072,26
486608,15
570836,25
446579,6
470713,25
411675,1
434526,8
821799,8
136796,26
814140,16
132745,15
942339,13
579068,8
519246,25
388971,8
324243,8
310100,13
279577,20
838557,8
423478,11
468133,7
950444,26
284587,6
173456,20
9483,8
593751,22
696879,13
268099,1
919030,1
479556,26
900122,1
100087,20
467314,3
524437,8
752025,6
13924,8
15543,8
179362,6
448517,16
722829,7
906056,7
487152,16
782496,20
601739,8
921253,26
250927,20
109033,8
513237,20
808952,15
308296,1
440035,6
124254,20
71610,26
830601,1
766611,16
97916,25
660330,8
603090,15
559,26
985140,4
199367,26
661650,1
43342,16
903869,16
184296,15
493314,6
481920,22
614253,8
145258,8
272848,12
469252,8
908511,11
691819,6
307541,1
94841,8
655441,8
724068,1
356627,19
466315,8
300830,16
557338,8
536100,16
610362,15
470268,8
253298,16
217773,8
758270,20
606271,13
657635,25
200165,1
896700,13
399046,8
920693,8
201906,13
819734,19
996699,4
639788,1
509711,8
541205,20
646719,13
1946,7
1038,1
731505,8
25347,8
806201,13
665608,20
637664,16
151647,1
609243,6
571299,8
152351,9
691692,6
672365,16
801587,20
698252,13
225416,8
762005,16
719482,1
760587,1
473553,25
500909,8
315401,1
108166,15
74318,20
933723,9
873370,1
421289,1
109789,26
909408,26
704959,1
805542,20
948314,1
783257,20
209162,13
184204,1
774764,8
625453,6
370362,20
278275,13
818140,26
939429,1
909204,1
853083,15
286694,25
481617,20
8182,8
737727,7
882635,1
924050,12
247153,15
583272,20
382355,16
264421,16
745494,20
236122,15
601788,11
15762,8
696695,1
802441,15
96306,20
922275,1
887626,16
343025,3
951298,20
532139,1
363878,20
419453,13
598162,11
593404,6
751139,15
795600,20
337115,15
740143,8
1579,25
946408,20
391225,8
466952,8
199710,26
413810,22
127318,8
933934,27
296644,18
725583,8
190626,6
625768,6
932742,15
880480,1
114139,13
497381,16
194651,7
1012335,26
229295,8
923738,8
33007,8
399984,8
506434,8
84548,1
416192,8
919422,13
600787,8
15624,8
274190,11
78710,12
289326,9
314364,13
553207,20
233953,1
732984,4
175068,6
930273,7
405714,25
538276,16
715972,8
888155,1
554557,20
463050,1
595532,8
661064,26
72466,8
919998,19
242664,1
348697,25
326160,1
517839,6
204084,9
951036,1
687375,1
947670,16
160737,20
661952,16
490401,1
378320,6
243983,8
493488,11
79275,8
949061,26
298149,26
372161,6
668818,8
32884,22
354400,8
452994,20
925474,11
569103,8
519657,20
538769,20
886378,11
423602,6
241699,13
353691,8
770921,26
551737,8
860039,26
206028,20
158646,19
413637,20
945007,6
192489,1
644015,16
716975,8
545905,1
680158,16
799621,8
912096,1
313305,20
946993,16
210617,16
682944,9
263615,1
398413,13
525799,8
797576,20
512983,8
702013,8
590684,8
817086,8
929441,20
340725,7
951450,8
458351,13
381455,15
640344,6
844982,8
249373,1
650497,1
21912,8
222159,12
386111,8
118308,20
428977,26
448228,8
253354,25
850721,8
186389,12
384671,1
194960,1
698601,13
859897,25
874319,16
951186,26
770059,16
475741,16
463927,20
690289,8
50401,26
753283,15
571553,8
346444,1
132400,11
294437,26
251711,1
252542,16
673378,20
924265,8
209715,19
811663,8
217704,13
869769,20
33637,4
676372,13
133952,8
704210,20
766698,22
129280,26
523489,8
162976,1
624889,16
932847,20
897732,13
22475,17
682092,8
857352,8
372522,13
742022,16
274067,16
476674,8
922214,8
276393,13
841150,4
495641,20
862079,26
15030,8
317335,20
729110,1
72739,6
781868,8
478237,8
536234,20
843,19
141585,20
213039,16
650612,8
553831,4
596828,1
951235,6
288159,1
922641,7
662936,10
576238,7
452569,1
597240,1
176309,8
439678,8
749707,1
79769,11
822559,8
420288,4
880380,20
448976,13
148725,6
474758,20
52034,7
630057,1
171758,15
156967,1
540250,8
823980,16
327432,13
941667,16
558311,6
871820,1
684016,16
612434,8
248547,13
926178,15
538997,20
872395,16
137303,20
147196,16
864217,1
578384,16
540950,20
397804,16
93,15
297299,11
548062,8
745768,16
435574,20
559076,16
772462,6
508864,8
136495,8
222091,26
434640,1
529493,16
247344,16
364158,8
306378,1
75211,20
10751,15
172214,8
673748,8
745987,4
452156,8
922636,7
513138,20
895281,20
431346,20
412473,13
784510,26
405226,8
851547,26
475935,8
186554,16
688414,26
405935,8
393136,8
425860,26
653741,7
807060,8
126140,27
128186,7
652857,26
217316,16
184752,9
177442,13
107596,8
623809,15
49630,20
634774,25
919436,20
237972,8
682112,15
316494,13
733526,8
553151,8
497033,1
922097,15
505503,1
929191,25
291335,20
575301,13
214642,1
328968,8
265012,7
906976,15
916708,1
233838,1
847238,9
165567,18
91925,6
415924,8
637906,1
240658,13
167417,16
817526,1
297775,8
828563,20
915269,8
155623,6
51239,25
10840,8
547887,8
776508,8
932361,1
259526,16
87885,26
145694,25
912744,17
3645,20
690099,1
609148,8
489683,8
950980,8
348192,13
772427,4
260171,20
376682,15
146229,8
109255,26
886967,1
521445,12
13395,8
107781,8
386129,9
427778,8
145398,8
841828,7
75506,1
748276,8
59995,20
493737,16
269904,15
483206,8
714396,26
88743,26
97136,11
117354,8
48200,22
480726,8
723484,15
330892,8
680093,6
493277,8
726717,11
492360,8
922763,1
196837,8
417255,20
597934,6
89020,9
47927,8
828276,6
384161,20
69251,13
700105,7
369439,1
204429,13
536705,20
166147,13
101169,8
186259,15
327189,13
905559,20
100818,8
392415,4
141729,8
211097,1
795586,8
124883,20
482460,7
86805,6
870615,20
112650,8
845508,20
279512,8
720091,8
272130,8
873856,16
751443,8
234026,8
430745,20
707492,20
695807,1
857480,16
923816,7
244647,6
496092,26
876972,1
515058,16
872843,8
453467,8
154541,8
715108,13
812107,25
35912,20
359074,20
243678,22
919380,6
798760,8
189345,26
352892,11
303172,25
187949,13
11337,15
533709,3
527098,1
685774,20
702072,6
215766,20
520799,20
673452,8
254016,3
755777,16
410907,11
557534,7
663110,8
557764,8
566123,13
655726,12
304461,7
299211,8
728439,15
168685,16
289781,8
431604,16
947571,1
968500,26
63713,8
123726,1
673999,1
803294,11
50339,20
850838,7
334234,8
189362,3
265149,8
840198,16
950874,8
884494,20
926481,26
608787,25
710364,13
869686,8
538489,20
892832,26
756835,26
72331,20
576382,26
238957,20
341229,8
469688,15
850836,6
655508,15
111381,25
301780,16
100696,20
409005,8
804316,12
828982,1
567577,13
346654,8
180373,13
779928,19
272672,20
603037,8
192305,16
502997,12
709698,1
920014,6
775881,8
612098,8
783847,6
355108,13
654039,15
423215,8
545175,25
733677,16
841395,22
583765,6
934423,22
465144,16
325792,8
919479,26
28383,3
1539,25
936060,15
900722,1
364906,8
789195,13
585914,26
216781,16
211797,8
931696,20
755381,8
899692,6
904377,20
160096,15
816178,8
59187,13
286387,20
766145,8
207713,12
287681,1
923866,19
950860,8
422387,7
415948,16
845366,26
790289,15
117055,15
391501,16
875712,26
838841,11
120168,25
73739,20
162713,19
222324,8
812942,20
739571,1
242857,25
947490,8
438345,25
859607,8
181062,20
518454,16
343063,8
322918,8
69505,13
334279,20
7744,1
436029,20
656604,1
69224,1
671319,8
585407,1
106847,13
5819,20
131947,13
701763,8
240035,8
247746,13
45569,13
472873,20
779283,21
630566,1
906975,8
931574,19
26525,22
629248,8
16922,1
919225,26
472571,8
104604,8
250137,11
604437,8
341997,20
355667,13
316785,15
494637,8
378427,1
198316,8
129144,26
472894,1
945022,12
697219,3
350226,16
328118,26
77523,3
231340,6
866812,8
27466,12
633544,8
53074,20
267020,21
798532,8
905580,1
849192,19
283162,8
579807,19
492287,8
290207,8
249358,16
412286,8
926834,12
931999,20
510620,8
622584,20
357627,8
308637,1
443610,20
341605,21
490352,8
509430,20
113022,8
912373,20
622072,15
178199,15
259608,11
701861,19
929642,16
411750,1
579962,8
496381,22
837191,7
261725,12
382820,8
618486,19
389489,7
404852,13
523328,20
950546,3
938378,15
724130,26
41371,22
830722,16
230534,18
272173,20
626782,13
538970,8
148054,20
462783,20
511754,8
109417,7
87113,16
150593,8
950052,16
46961,19
729680,15
120017,13
840799,20
502765,8
597279,8
612276,1
503802,8
498395,6
349431,20
661008,8
637354,18
509136,8
777419,6
471758,8
649872,8
68287,16
889804,6
883246,6
250439,25
785035,20
11890,13
809477,20
370343,13
736600,8
324105,13
624266,8
634891,27
718593,20
272713,15
46236,20
470888,6
492869,1
349036,6
318352,26
298165,8
34668,7
72012,16
284580,16
254215,6
611839,20
197080,8
737796,13
139458,8
491286,8
796043,20
150041,1
911182,7
934271,1
888772,8
373993,8
423000,8
188987,8
13961,15
550771,7
