main_photo,name,type,category_l2,category_l4,is_markup,target,stratify_column,__index_level_0__,
https://cdn1.ozone.ru/s3/multimedia-1-l/7072733397.jpg,Декор для сумок и рюкзаков,Декор.для.одежды,,,false,0,nan_False_0,7366974,
https://cdn1.ozone.ru/s3/multimedia-1-n/7213620731.jpg,"Фотообои моющиеся ударопрочные ""Туман в стиле готический: мрачный лес с густым туманом, силуэты деревьев с изогнутыми ветвями, скрывающие загадочные фигуры"" 500x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,848278,
https://cdn1.ozone.ru/s3/multimedia-4/6541799788.jpg,Чернила Cactus CS-GT51-52M/C/Y 4x100мл голубой/пурпурный/желтый/черный для DeskJet GT 5810/5820/5812/5822,Расходник.для.печати,Электроника,Картридж,false,1,Электроника_False_1,852488,
https://cdn1.ozone.ru/s3/multimedia-n/6422343815.jpg,Комплект светодиодных ламп AVS C006 T11 42 мм (A07052S) 2 шт. S25070A,Лампа.автомобильная,Автотовары,Автомобильные лампы,false,1,Автотовары_False_1,97364,
https://cdn1.ozone.ru/s3/multimedia-1-3/7160127951.jpg,Мужские высокие кеды TENDANCE,Кеды,Обувь,"Кеды, слипоны, сникеры",false,1,Обувь_False_1,532791,
https://cdn1.ozone.ru/s3/multimedia-y/6326105278.jpg,Выключатель замка передней двери для Mercedes C Class W204 W207 Level,Знак.автомобильный,Автотовары,Автоаксессуар,true,0,Автотовары_True_0,628296,
https://cdn1.ozone.ru/s3/multimedia-8/6904063556.jpg,Crazy Getup CYSM Комплект постельного белья милые мама и ленивец обнимаются,Комплект.постельного.белья,Дом и сад,Комплект постельного белья,false,1,Дом и сад_False_1,435497,
https://cdn1.ozone.ru/s3/multimedia-1-q/7235498366.jpg,"Куртка джинсовая Calvin Klein Jeans SUPER CROPPED, коричневый, 46;48",Куртка.джинсовая,Одежда,Куртка,false,1,Одежда_False_1,694392,
https://cdn1.ozone.ru/s3/multimedia-1-n/7042225487.jpg,"Колодки тормозные дисковые задние для Фольксваген Туарег 3 2018-2020, Volkswagen Touareg 3 колодки тормозные дисковые задние REMSA 1669.08, oem 8W0698451S",Колодки.тормозные,Автотовары,Тормозные колодки дисковые и барабанные,false,1,Автотовары_False_1,698724,
https://cdn1.ozone.ru/multimedia/1025882184.jpg,"Органайзер автомобильный Autoban, 37854, черный, 65 х 33 х 31 см",Органайзер.автомобильный,,,false,1,nan_False_1,1513751,
https://cdn1.ozone.ru/s3/multimedia-1-5/7382400737.jpg,"Чехол для хранения костюма, рубашек, платья 100% хлопок",Чехол.на.стойку.для.одежды,,,false,1,nan_False_1,4460508,
https://cdn1.ozone.ru/s3/multimedia-1-c/7183877880.jpg,"Противотуманная фара левая для Ауди ТТ 2006-2014, Audi TT противотуманная фара левая TYC 19-a794-01-9b, oem 8J0941699",Фары.противотуманные,Автотовары,Автомобильные фары,false,1,Автотовары_False_1,926192,
https://cdn1.ozone.ru/s3/multimedia-1-l/7151155941.jpg,Фигурка коллекционная Суккуб под покраску 18 см,Помощь.на.дороге,Детские товары,"Фигурки, наборы фигурок",true,0,Детские товары_True_0,619129,
https://cdn1.ozone.ru/multimedia/1026952743.jpg,Картридж BRITA Classic упаковка 1 шт.,Столовый.прибор.антикварный/винтажный,,,false,0,nan_False_0,2836427,
https://cdn1.ozone.ru/s3/multimedia-4/6586746124.jpg,Прожектор светодиодный с датчиком движения 10вт,Набор.для.выявления.следов.крови,,,false,0,nan_False_0,6755745,
https://cdn1.ozone.ru/s3/multimedia-z/6865200539.jpg,"Картридж каретки B910 68x124,0мм, 1.37""x24tpi, под квадрат, сталь 160066",Трос.тормозной,Спорт и отдых,Привод для велосипеда,true,0,Спорт и отдых_True_0,617308,
https://cdn1.ozone.ru/s3/multimedia-1-1/7077927313.jpg,Рюкзак,Рюкзак,Галантерея и аксессуары,Рюкзак,false,1,Галантерея и аксессуары_False_1,374960,
https://cdn1.ozone.ru/s3/multimedia-1-l/7182029901.jpg,"Большой пенопластовый самолет-игрушка для мальчиков и девочек 48x48 см, фиолетовый",Услуга.комбинированного/аппаратного.педикюра,Детские товары,Обучающая игра,true,1,Детские товары_True_1,934950,
https://cdn1.ozone.ru/s3/multimedia-1-c/7194527832.jpg,Wedgwood Чашка кофейная,Чашка.кофейная,Дом и сад,Кружка,false,1,Дом и сад_False_1,546646,
https://cdn1.ozone.ru/s3/multimedia-1-t/7026348089.jpg,Защитная сумка для игровой консоли Trimui Smart Pro,Чехол.для.игровой.приставки,,,false,0,nan_False_0,7282764,
https://cdn1.ozone.ru/s3/multimedia-1-n/7283754383.jpg,Тепловизионный коллиматор iRay xHolo HL13,Песок.для.рисования,,,false,0,nan_False_0,7265463,
https://cdn1.ozone.ru/s3/multimedia-q/6379973438.jpg,Паспарту 30х30,Вал.коленчатый,Хобби и творчество,Схема для вышивки,true,0,Хобби и творчество_True_0,52622,
https://cdn1.ozone.ru/s3/multimedia-1-z/7129852595.jpg,"Бутылочница в нижнюю базу 200 мм с доводчиком, левая",Крем.для.волос,,,false,0,nan_False_0,3659200,
https://cdn1.ozone.ru/s3/multimedia-1-v/7126060639.jpg,Фигурка Bandai PG 1/60 RX-78-2 Gundam Версия 2.0,Фигурка,Детские товары,"Фигурки, наборы фигурок",true,1,Детские товары_True_1,922387,
https://cdn1.ozone.ru/s3/multimedia-b/6645619667.jpg,"Бутылка для воды, плоская, прозрачная, 380 мл.",Обликва,Спорт и отдых,Шейкер спортивный,true,0,Спорт и отдых_True_0,165688,
https://cdn1.ozone.ru/s3/multimedia-1-e/7004565050.jpg,BwithU Страна чудес Mini Risse Bjd SD Шаровая кукла,Игровой.набор.с.куклой,Детские товары,Кукла,true,0,Детские товары_True_0,334448,
https://cdn1.ozone.ru/s3/multimedia-1-q/7141620014.jpg,Лычка на погоны Старший Сержант цвет золотой 2 шт 752244,Декор.для.одежды,Галантерея и аксессуары,Погоны,false,1,Галантерея и аксессуары_False_1,330200,
https://cdn1.ozone.ru/s3/multimedia-1-a/7399609714.jpg,"Картриджи для перманентного макияжа CM SUPPLY HARD 30/01 RLLT,20 шт",Костюм.сноубордический,,,false,0,nan_False_0,6676152,
https://cdn1.ozone.ru/s3/multimedia-2/6606425306.jpg,"Стабилизатор напряжения АСН-8,0К Comfort Ресанта - настенны",Стабилизатор.напряжения,Строительство и ремонт,Стабилизатор напряжения,true,0,Строительство и ремонт_True_0,932545,
https://cdn1.ozone.ru/s3/multimedia-n/6712971215.jpg,Вода парфюмерная .. Black Phantom Memento Mori 15 Years Anniversary Edition 20,Вода.парфюмерная,Красота и гигиена,Парфюмерная вода,true,1,Красота и гигиена_True_1,919389,
https://cdn1.ozone.ru/s3/multimedia-j/6113259115.jpg,Фоторамка пластик L-2 21х30 см чёрный (пластиковый экран),Фоторамка,Дом и сад,Фоторамка,false,1,Дом и сад_False_1,583951,
https://cdn1.ozone.ru/s3/multimedia-e/6721954142.jpg,Лубрикант на водной основе с ароматом ирисок WICKED AQUA Butterscotch - 60 мл.,Фото,Товары для взрослых,Аксессуары и наборы для ролевых игр,true,0,Товары для взрослых_True_0,739468,
https://cdn1.ozone.ru/s3/multimedia-j/6828056659.jpg,"Колодки тормозные дисковые задние для Опель Зафира А 1999-2006, Opel Zafira A колодки тормозные дисковые задние HI-Q SP1536, oem 1605995",Колодки.тормозные,Автотовары,Тормозные колодки дисковые и барабанные,false,1,Автотовары_False_1,665217,
https://cdn1.ozone.ru/s3/multimedia-1-d/7129456681.jpg,Подвесная люстра Lucia Tucci Natura 154.6,Люстра.потолочная,Строительство и ремонт,Светильник для дома,false,1,Строительство и ремонт_False_1,862529,
https://cdn1.ozone.ru/s3/multimedia-b/6067379555.jpg,"BranQ Ящик для хранения длина 37 см, ширина 27.4 см, высота 31.3 см.",Ящик.для.хранения,,,false,1,nan_False_1,3043239,
https://cdn1.ozone.ru/s3/multimedia-t/6463563389.jpg,Лампа бактерицидная ультрафиолетовая ДРТ-125-1,Кварцевая.лампа,,,false,1,nan_False_1,3761347,
https://cdn1.ozone.ru/s3/multimedia-1-r/7089125751.jpg,Диск переднего тормоза 7701208252 AMD.BD256 259x12мм для RENAULT Logan LS 2004-2015 Sandero BS0 2007- 259x12мм,Аксессуар.для.медицинских.приборов,,,false,0,nan_False_0,5485778,
https://cdn1.ozone.ru/s3/multimedia-1-w/6934071920.jpg,Матрас Dimax Emotion 145х185 серии Bliss,Матрас,Мебель,Матрас,false,1,Мебель_False_1,785299,
https://cdn1.ozone.ru/s3/multimedia-2/6708035774.jpg,Лежак ремонтный пластиковый подкатной 6 колес (480х990мм),Лежак.ремонтный,,,false,1,nan_False_1,6011887,
https://cdn1.ozone.ru/s3/multimedia-1/6841562221.jpg,10 м рождественские светодиодные умные сказочные гирля,Цветомузыка,Строительство и ремонт,Диско-светильник,true,1,Строительство и ремонт_True_1,932377,
https://cdn1.ozone.ru/s3/multimedia-1-b/7237802603.jpg,"Женское термобелье Uniqlo из шелка шелковицы с накладкой для груди, женское зимнее бархатное термобелье",Термолонгслив,Одежда,Термобелье,false,1,Одежда_False_1,626763,
https://cdn1.ozone.ru/s3/multimedia-1-v/7204949815.jpg,"Фотообои моющиеся ударопрочные ""Лес с частично укрытыми местами для пикника под шатром деревьев"" 400x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,91325,
https://cdn1.ozone.ru/s3/multimedia-1-k/7105599488.jpg,"Микросхема L7815CV 10 шт. стаб.напряжения +15В 1,5А TO-220",Шуба,Электроника,Электронные компоненты,true,0,Электроника_True_0,737966,
https://cdn1.ozone.ru/s3/multimedia-1-y/7212991102.jpg,Фаллоимитатор LETO M-SIZE FLESH,Фаллоимитатор,Товары для взрослых,Фаллоимитатор,false,1,Товары для взрослых_False_1,600514,
https://cdn1.ozone.ru/s3/multimedia-g/6854261092.jpg,Сборная модель Машинка Aoshima-06488 1/12 Kawasaki ZR400C ZEPHYR X 2009 Motorcycle model kit,Сборная.модель.мотоцикла,,,false,1,nan_False_1,4409207,
https://cdn1.ozone.ru/s3/multimedia-1-r/6953801931.jpg,Эжектор вакуумный пневматический CV-30,Звено.соединительное.для.спецтехники,,,false,0,nan_False_0,6117769,
https://cdn1.ozone.ru/s3/multimedia-1-3/7202417043.jpg,Женский свитшот в стиле пэчворк H&M,Толстовка.для.дома,Одежда,"Толстовка, худи, свитшот",true,1,Одежда_True_1,297733,
https://cdn1.ozone.ru/s3/multimedia-1-x/6918149049.jpg,"HOME Ершик для унитаза, 1 шт",Снежко-бластер,,,false,0,nan_False_0,2646729,
https://cdn1.ozone.ru/multimedia/1015970415.jpg,Бутсы для футзала 2K Sport,Бутсы.для.футзала,,,false,1,nan_False_1,2582657,
https://cdn1.ozone.ru/s3/multimedia-5/6090769829.jpg,"10 шт., кабель питания постоянного тока для мобильного автомобильного радио, совместимый с Motorola GM300 GM950E",Крепление.устройств.умного.дома,Электроника,Модуль расширения,false,1,Электроника_False_1,869617,
https://cdn1.ozone.ru/s3/multimedia-1/6872981617.jpg,Крем для тела моющий без воды 3 в1 Seni Care 500 мл,Косметическое.средство.по.уходу.за.больными,,,false,1,nan_False_1,5417356,
https://cdn1.ozone.ru/s3/multimedia-1-3/7042239867.jpg,"Фильтр масляный для Ауди А1 8X рестайлинг 2014-2018, Audi A1 8X рестайлинг фильтр масляный BOSCH F 026 407 023, oem 03L115562",Фильтр.масляный,Автотовары,Автофильтры,false,1,Автотовары_False_1,224915,
https://cdn1.ozone.ru/s3/multimedia-1-b/7071878099.jpg,"Угольник столярный, треугольник строительный металлический / прецизионная чертилка для отверстий, планировка 45/90 градусов",Клеммташи,,,false,0,nan_False_0,29564,
https://cdn1.ozone.ru/s3/multimedia-9/6103357593.jpg,"Apple Планшет iPad mini, 8.3"" 4 ГБ/256 ГБ, белый",Текстовыделитель,,,false,0,nan_False_0,1078205,
https://cdn1.ozone.ru/s3/multimedia-r/6009067851.jpg,Сандалии Patrol,Лезвия.канцелярские,,,false,0,nan_False_0,2259258,
https://cdn1.ozone.ru/multimedia/1005692720.jpg,Банные штучки Складной стол для сада,Складной.стол.для.сада,,,false,1,nan_False_1,3155829,
https://cdn1.ozone.ru/s3/multimedia-1-z/7194572819.jpg,Мышеловка гуманная живоловка для мышей,Фотоловушка,,,false,0,nan_False_0,7411012,
https://cdn1.ozone.ru/s3/multimedia-1-m/7199045194.jpg,Складная бленда для объектива-S,Смесь.лечебная.для.животных,Электроника,Бленда,true,0,Электроника_True_0,719413,
https://cdn1.ozone.ru/s3/multimedia-r/6887197971.jpg,Модель коллекционная Mini GT 1:64 BMW M4 M-Performance G82 Orange,Мишура,Антиквариат и коллекционирование,Модель коллекционная,true,0,Антиквариат и коллекционирование_True_0,204355,
https://cdn1.ozone.ru/s3/multimedia-1-6/7076008446.jpg,"Штуцер переходной М18х1,5 - 18х1,5 (ш-ш)",Фрезерная.машина,,,false,0,nan_False_0,6971001,
https://cdn1.ozone.ru/s3/multimedia-1-c/7132409040.jpg,melome Цепочка на тело Колье,Детектор.банкнот,,,false,0,nan_False_0,4430452,
https://cdn1.ozone.ru/s3/multimedia-i/6009826002.jpg,"Пробка для винных бутылок ""Пика"", 2,5х2х7,9см.",Аксессуар.для.винилового.проигрывателя,,,false,0,nan_False_0,7597275,
https://cdn1.ozone.ru/s3/multimedia-1-z/7090333415.jpg,"Крафт-мед ""Кешью в меду"", Империя меда, 2 X 240 гр",Курс.по.дошкольному.образованию,Продукты питания,Мед,true,0,Продукты питания_True_0,6419,
https://cdn1.ozone.ru/s3/multimedia-1-n/7129457195.jpg,Подвесная люстра Lightstar Cero 731247,Люстра.потолочная,Строительство и ремонт,Светильник для дома,false,1,Строительство и ремонт_False_1,822279,
https://cdn1.ozone.ru/s3/multimedia-1-k/7235490332.jpg,"Рубашка OLYMP Level Five, темно-синий, 52",Рубашка,Одежда,Рубашка,false,1,Одежда_False_1,566989,
https://cdn1.ozone.ru/s3/multimedia-a/6820902082.jpg,"Regent Держатель для ножей, длина 10 см",Активатор.загара,,,false,0,nan_False_0,187750,
https://cdn1.ozone.ru/s3/multimedia-1-a/7160126734.jpg,Женские угги TENDANCE,Угги,Обувь,"Угги, унты",false,1,Обувь_False_1,835397,
https://cdn1.ozone.ru/s3/multimedia-i/6864135174.jpg,"Декоративное уплотнение,Рождественская серия печатей для записных книжек - рождественская коробка подарков",Штамп.декоративный,Хобби и творчество,Штамп декоративный,false,1,Хобби и творчество_False_1,119786,
https://cdn1.ozone.ru/s3/multimedia-1-9/7147318833.jpg,Покрытия для унитаза одноразовые 10 штук (1 упаковка) рисунок милый котик,Маска.для.рыбалки.и.охоты,,,false,0,nan_False_0,6944396,
https://cdn1.ozone.ru/s3/multimedia-9/6484466085.jpg,"Насадка на рукоятку клюшки ExpoState (термоформовка), Желтая",Бочка.садовая,,,false,0,nan_False_0,6001670,
https://cdn1.ozone.ru/s3/multimedia-1-2/7191002990.jpg,"Фотообои моющиеся ударопрочные ""Осень деревенские поля, заполненные собранным сено"" 300x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,306441,
https://cdn1.ozone.ru/s3/multimedia-1-8/7205809472.jpg,Мужские наручные часы Q&Q Q620J401Y,Часы.наручные,Галантерея и аксессуары,Наручные часы,false,1,Галантерея и аксессуары_False_1,603844,
https://cdn1.ozone.ru/s3/multimedia-1-w/6924082100.jpg,"4 шт. Набор кружек с принтом ""Пионы в стиле поп-арт, с акцентом на декоративные элементы, такие как блестки и стразы, добавляющие объем и интерес"" 480 мл.",Кружка,Дом и сад,Кружка,false,1,Дом и сад_False_1,782247,
https://cdn1.ozone.ru/s3/multimedia-j/6334787743.jpg,"Ружейный ремень охотника РРО-3, плечевая накладка",Ремень.тактический,Спорт и отдых,Ремень тактический,true,1,Спорт и отдых_True_1,762388,
https://cdn1.ozone.ru/s3/multimedia-1-s/6996624688.jpg,Nike Air Max TN Кроссовки,Кроссовки,Обувь,Кроссовки,false,1,Обувь_False_1,126923,
https://cdn1.ozone.ru/s3/multimedia-1-g/7154207800.jpg,"Корм для кошек влажный PRIME NATURE Тунец с морским окунем в желе, пауч 100г, 12 шт.",Корм.влажный,Товары для животных,Корм консервированный,true,1,Товары для животных_True_1,915413,
https://cdn1.ozone.ru/s3/multimedia-1-j/7135572907.jpg,Двигатель для тепловой пушки,Комплект.для.монтажа.сервера,,,false,0,nan_False_0,3657093,
https://cdn1.ozone.ru/s3/multimedia-1-x/7181946717.jpg,Чайник_электрокотел,Обликва,Бытовая техника,Термопот,true,0,Бытовая техника_True_0,357788,
https://cdn1.ozone.ru/multimedia/1011499619.jpg,ILLA Сковорода ,Шуруп,,,false,0,nan_False_0,2363446,
https://cdn1.ozone.ru/s3/multimedia-u/6300693234.jpg,Arctiva S7 Quest перчатки зимние (размер: l),Дождевые.мотоперчатки,Автотовары,Мотозащита с размерами,true,1,Автотовары_True_1,180070,
https://cdn1.ozone.ru/s3/multimedia-9/6000070641.jpg,VALIANT Коврик противоскользящий для ванной 0.69х0.38 м,Сухоцветы,,,false,0,nan_False_0,3127710,
https://cdn1.ozone.ru/s3/multimedia-1-r/7184812707.jpg,Каштановый мёд Мёдовиль 350мл (470г) Урожай 2024,Топленый.жир,Продукты питания,Мед,true,0,Продукты питания_True_0,121577,
https://cdn1.ozone.ru/s3/multimedia-1-f/7182016827.jpg,"Хна индийская чёрная, 100 г_ набор с шапочкой+перчатками_Indibird",Средство.для.наращивания.волос,Красота и гигиена,Краска для волос,true,0,Красота и гигиена_True_0,484720,
https://cdn1.ozone.ru/s3/multimedia-1-g/7303528816.jpg,"IKEA Щетка для мытья овощей, фруктов, грибов, 1 шт",Аккумуляторный.кусторез,,,false,0,nan_False_0,6128254,
https://cdn1.ozone.ru/s3/multimedia-z/6060635627.jpg,Амортизатор зад прав Sachs арт. 317156,Амортизатор.подвески,Автотовары,Автозапчасти подвески,false,1,Автотовары_False_1,378585,
https://cdn1.ozone.ru/s3/multimedia-1-4/7238986888.jpg,"Интерьерная картина ""Трюк на велосипеде: человек выполняет трюк с вращением на уличном концерте, музыкальная атмосфера, веселье и энергия"" на холсте 120х90 см. с подвесами",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,145707,
https://cdn1.ozone.ru/s3/multimedia-1-v/7096951579.jpg,Рукоять для ножа НР40 граб,Заготовка.для.ножа,,,false,1,nan_False_1,5545331,
https://cdn1.ozone.ru/s3/multimedia-1-3/7213573371.jpg,"Фотообои моющиеся ударопрочные ""Туман в стиле пиксель-арт, руины древнего храма в тумане, созданные в пиксельном стиле"" 400x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,740960,
https://cdn1.ozone.ru/s3/multimedia-o/6642011064.jpg,"Пряжа YarnArt Samba Травка Ярнарт Самба, фантазийная, для игрушек, 530 болотный, 100 г 150 м, 5 шт",Рыбные.палочки,,,false,0,nan_False_0,1304176,
https://cdn1.ozone.ru/s3/multimedia-1-z/7175356343.jpg,Чехол-накладка для iPhone 16 Pro / Silicone Case MagSafe / Анимацией NFC / Ultramarine,Чехол.для.смартфона,Электроника,Чехол для смартфона,false,1,Электроника_False_1,807055,
https://cdn1.ozone.ru/s3/multimedia-k/6729622220.jpg,Пояс для спины ортопедический поясничный корсет,Корсет.ортопедический,,,false,1,nan_False_1,7852627,
https://cdn1.ozone.ru/multimedia/1036794084.jpg,"Крючок мебельный Kerron, KR 0400-10 OAB, оксидированная бронза",Игрушечный.робот,,,false,0,nan_False_0,1585134,
https://cdn1.ozone.ru/s3/multimedia-1-j/7257785671.jpg,Кормление домашних животных Shader Кошачья еда Ложка Измерительная ложка с зажимом для сухого корма Влажная еда Многофункциональная кухонная ложка 250 мл (розовый),Совок.для.корма,Товары для животных,Совок для корма,false,1,Товары для животных_False_1,575070,
https://cdn1.ozone.ru/s3/multimedia-1-1/7225938541.jpg,Брюки,Брюки,Одежда,Брюки,false,1,Одежда_False_1,79456,
https://cdn1.ozone.ru/s3/multimedia-1-9/6974349309.jpg,Адаптер Аудиопорта AUX Jack USB Для Hyundai Santa Fe 2007-2012 96120-2B000,Ремкомплект.автомобильной.двери,Автотовары,Дверь,false,1,Автотовары_False_1,122540,
https://cdn1.ozone.ru/s3/multimedia-1-z/7228511135.jpg,"Картина на холсте ""Коричневый натюрморт с фруктами на столе, освещённый мягким светом"" на подрамнике 75х75 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,612392,
https://cdn1.ozone.ru/s3/multimedia-1-m/7051799902.jpg,Тренажер для настольного тенниса,Бумажник.водителя,,,false,0,nan_False_0,788618,
https://cdn1.ozone.ru/s3/multimedia-1-x/7182020661.jpg,пуховик женский зимний ZARA,Пуховик,Одежда,Пуховик,true,1,Одежда_True_1,122378,
https://cdn1.ozone.ru/s3/multimedia-1-u/6934241874.jpg,Фотоаппарат Lomography LomoApparat 21mm Wide-angle Camera Chiyoda Edition,Седло.для.лошади,,,false,0,nan_False_0,6246660,
https://cdn1.ozone.ru/s3/multimedia-1-g/7051805116.jpg,Тип карты даптер бензобака емпинговая газовая плита Преобразовательная головка ксессуары для кемпинга,Обликва,Спорт и отдых,Аксессуары для горелок,true,0,Спорт и отдых_True_0,746194,
https://cdn1.ozone.ru/s3/multimedia-f/6252025647.jpg,Видеорегистратор автомобильный DVR 4 видео и аудио канала BestDVR-405Comfort-L код Mobile-SD БайтЭрг 1шт.,Обликва,Строительство и ремонт,Термоусадочная трубка,true,0,Строительство и ремонт_True_0,465789,
https://cdn1.ozone.ru/s3/multimedia-1-2/7179424778.jpg,Фильтр топливный GOODWILL FG2009,Обликва,Автотовары,Автофильтры,true,0,Автотовары_True_0,411986,
https://cdn1.ozone.ru/s3/multimedia-1-8/7129457324.jpg,Подвесная люстра Lightstar Globo 813137,Люстра.подвесная,Строительство и ремонт,Светильник для дома,false,1,Строительство и ремонт_False_1,211881,
https://cdn1.ozone.ru/s3/multimedia-y/6491808346.jpg,Карта географическая настенная. Мир Политический+Инфографика. ГЕОДОМ,Проживание.в.пансионате,Канцелярские товары,Настенная карта,true,0,Канцелярские товары_True_0,766259,
https://cdn1.ozone.ru/s3/multimedia-1-w/6946724192.jpg,"Зонт пляжный Maclay Классика , d 210 cм, h 200 см, цвет МИКС",Книга-пазл,Мебель,"Зонт пляжный, садовый",true,0,Мебель_True_0,519545,
https://cdn1.ozone.ru/s3/multimedia-i/6881761242.jpg,Кресло туалет для ребенок людейРегулируемые по высоте складныеНескользящийа грузоподъемность составляет 100 кг,Курс.по.заработку.в.сети,Аптека,Кресло-туалет,true,0,Аптека_True_0,941133,
https://cdn1.ozone.ru/s3/multimedia-1-c/7275296712.jpg,"Расширители хвата 12,7 см (пара) Original FitTools FT-GRIP-127-PAIR",Определитель.цвета,,,false,0,nan_False_0,6390175,
https://cdn1.ozone.ru/s3/multimedia-1-i/7075781190.jpg,Коллиматорный прицел Vector Optics VictOptics V3 1x22,Коллиматорный.прицел,Спорт и отдых,Прицел,true,1,Спорт и отдых_True_1,927779,
https://cdn1.ozone.ru/s3/multimedia-1-h/6931936457.jpg,"Цветная игрушка ""Растения против Зомби"": оливковый пулемет с мягкими гелевыми горошинами и кукурузным стрелком ""BigModern""]",Концевик,Хобби и творчество,Модели для сборки,true,0,Хобби и творчество_True_0,281549,
https://cdn1.ozone.ru/s3/multimedia-g/6677853352.jpg,"Силиконовый горшок 2 шт., 8,2-дюймовый квадратный антипригарный силиконовый вкладыш для фритюрницы, совместимый, синий + серый",ОФЭКТ,Дом и сад,Аксессуары для выпечки и запекания,true,0,Дом и сад_True_0,311271,
https://cdn1.ozone.ru/multimedia/1028528814.jpg,"Perfeo ТВ-тюнер PF_A4529 , черный",Копченая.рыба,,,false,0,nan_False_0,1703009,
https://cdn1.ozone.ru/s3/multimedia-v/6207906331.jpg,Сушуар,Напольная.сушилка,Красота и гигиена,Сушка для волос,true,0,Красота и гигиена_True_0,53923,
https://cdn1.ozone.ru/s3/multimedia-1-4/7068664624.jpg,Чехол для сварочной маски,Мотопомпа,,,false,0,nan_False_0,4366426,
https://cdn1.ozone.ru/s3/multimedia-n/6318859943.jpg,Пыж-контейнер Н27 / 12 калибр / 200 штук,"Пыжи,.компенсаторы,.прокладки",,,false,1,nan_False_1,35001,
https://cdn1.ozone.ru/s3/multimedia-1-3/6923147619.jpg,Акриловая фигурка Ensemble Stars статуэтка,Статуэтка,Детские товары,"Фигурки, наборы фигурок",true,1,Детские товары_True_1,414757,
https://cdn1.ozone.ru/s3/multimedia-1-b/7168274291.jpg,Плашкодержатель М12-М20 (G1/4-G1/2) тип 2,Фитиль.для.зажигалки,,,false,0,nan_False_0,7125359,
https://cdn1.ozone.ru/s3/multimedia-1-8/7144295192.jpg,Настенные часы Рубин 5021-003,Настенные.часы,Дом и сад,Часы настенные,false,1,Дом и сад_False_1,80901,
https://cdn1.ozone.ru/s3/multimedia-1-a/6980856310.jpg,50pcs Кукла Колтес Пряжка,Пенспиннинг,Детские товары,Аксессуары для кукол,true,0,Детские товары_True_0,913126,
https://cdn1.ozone.ru/s3/multimedia-i/6332788806.jpg,"Рассада Флокс Шиловидный Purple Beauty, С2 (2 литра) ЗКС",Рассада,Дом и сад,"Саженец, рассада",false,1,Дом и сад_False_1,240733,
https://cdn1.ozone.ru/s3/multimedia-1-v/7213646479.jpg,"Раскладной диван FINSOFFA ANN велюр Formula 110 (бежевый), диван-кровать с механизмом книжка и спальным местом на буковых опорах (206х90х86 см)",Прямой.диван,Мебель,Диван,false,1,Мебель_False_1,617356,
https://cdn1.ozone.ru/s3/multimedia-1-q/7297068230.jpg,"Elan Gallery Чайник заварочный ""айсберг волны (elan gallery)"", 600 мл",Набор.с.электрическим.чайником,,,false,0,nan_False_0,7790912,
https://cdn1.ozone.ru/s3/multimedia-1-1/7205057353.jpg,"Картина на холсте ""Египет в стиле гиперреализм, с изображением стойки с коврами и текстилем на фоне пустыни"" на подрамнике 75х40 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,886089,
https://cdn1.ozone.ru/multimedia/1003546651.jpg,"Плетеный шнур ""PE Ultra Spin Olive"", толщина 0,30 мм, длина 135 м",Мебель.для.кукол,,,false,0,nan_False_0,2176580,
https://cdn1.ozone.ru/s3/multimedia-1-h/7144466597.jpg,"Модульная картина на холсте ""Осень парочка, гуляющая по набережной, обнявшись под шарфами"" триптих на подрамнике 280х175 см. для интерьера",Картина,Дом и сад,Картина,false,1,Дом и сад_False_1,515048,
https://cdn1.ozone.ru/s3/multimedia-i/6892394958.jpg,"Защелка дверная шариковая для межкомнатных дверей Нора-М ЗШ2, матовый никель","Наконечник.для.шпаги,.рапиры",,,false,0,nan_False_0,5729154,
https://cdn1.ozone.ru/s3/multimedia-8/6839722376.jpg,Ботильоны,Ботильоны,Обувь,Ботильоны,false,1,Обувь_False_1,432379,
https://cdn1.ozone.ru/s3/multimedia-1-h/7213622669.jpg,"Фотообои моющиеся ударопрочные ""Космос в стиле гранж с граффити, вдохновленным космосом, наложенным на звезды и галактики"" 400x300 см. флизелиновые на стену",Фотообои,Строительство и ремонт,Фотообои,false,1,Строительство и ремонт_False_1,101056,
https://cdn1.ozone.ru/s3/multimedia-1-f/7033772319.jpg,"Вентиль Giacomini угловой термостатический, 1/2 (подключение термостатической головки 30x1,5 мм)",Клапаны.ГБЦ,,,false,0,nan_False_0,181053,
https://cdn1.ozone.ru/s3/multimedia-1-l/7065865713.jpg,"Кирпич облицовочный пустотелый красный флешинг, 200 шт.",Автоконсервант,,,false,0,nan_False_0,6892664,
